employee_id,first_name,age,gender,department,job_level,years_experience,salary,bonus_percent,performance_score,source_file
GEN_1693,,28.0,Male,Sales,,,37851.0,8.27,,employees_cleaned_data.csv
GEN_1694,,56.0,Female,Marketing,,,140384.0,16.3,,employees_cleaned_data.csv
GEN_1695,,29.0,Female,Operations,,,86154.0,18.96,,employees_cleaned_data.csv
GEN_1696,,41.0,Male,Finance,,,36172.0,19.59,,employees_cleaned_data.csv
GEN_1697,,36.0,Other,Marketing,,,86622.0,16.28,,employees_cleaned_data.csv
GEN_1698,,47.0,Male,Finance,,,133291.0,18.27,,employees_cleaned_data.csv
GEN_1699,,36.0,Other,Engineering,,,36721.0,15.35,,employees_cleaned_data.csv
GEN_1700,,47.0,Male,Finance,,,51083.0,5.63,,employees_cleaned_data.csv
GEN_1701,,48.0,Female,Engineering,,,143132.0,5.92,,employees_cleaned_data.csv
GEN_1702,,50.0,Other,Marketing,,,137945.0,7.66,,employees_cleaned_data.csv
GEN_1703,,43.0,Other,Sales,,,139835.0,5.54,,employees_cleaned_data.csv
GEN_1704,,55.0,Other,Finance,,,92824.0,12.97,,employees_cleaned_data.csv
GEN_1705,,56.0,Other,Operations,,,42180.0,14.4,,employees_cleaned_data.csv
GEN_1706,,55.0,Male,Operations,,,126055.0,5.12,,employees_cleaned_data.csv
GEN_1707,,47.0,Male,HR,,,50074.0,13.21,,employees_cleaned_data.csv
GEN_1708,,27.0,Male,Engineering,,,60116.0,13.67,,employees_cleaned_data.csv
GEN_1709,,46.0,Male,HR,,,72951.0,19.11,,employees_cleaned_data.csv
GEN_1710,,37.0,Male,HR,,,125998.0,5.48,,employees_cleaned_data.csv
GEN_1711,,33.0,Male,Finance,,,109578.0,12.04,,employees_cleaned_data.csv
GEN_1712,,44.0,Other,Finance,,,75838.0,7.16,,employees_cleaned_data.csv
GEN_1713,,56.0,Female,Marketing,,,146682.0,16.25,,employees_cleaned_data.csv
GEN_1714,,50.0,Male,Operations,,,101155.0,10.76,,employees_cleaned_data.csv
GEN_1715,,36.0,Other,Engineering,,,78695.0,6.57,,employees_cleaned_data.csv
GEN_1716,,29.0,Male,Engineering,,,53291.0,10.79,,employees_cleaned_data.csv
GEN_1717,,51.0,Male,Sales,,,139204.0,10.29,,employees_cleaned_data.csv
GEN_1718,,29.0,Other,Sales,,,139089.0,16.79,,employees_cleaned_data.csv
GEN_1719,,44.0,Male,Finance,,,119833.0,13.84,,employees_cleaned_data.csv
GEN_1720,,47.0,Other,Operations,,,45422.0,11.41,,employees_cleaned_data.csv
GEN_1721,,35.0,Male,Engineering,,,39587.0,10.57,,employees_cleaned_data.csv
GEN_1722,,42.0,Other,Marketing,,,46029.0,13.58,,employees_cleaned_data.csv
GEN_1723,,57.0,Other,Finance,,,106816.0,9.63,,employees_cleaned_data.csv
GEN_1724,,50.0,Female,Engineering,,,85677.0,8.81,,employees_cleaned_data.csv
GEN_1725,,46.0,Female,Sales,,,53472.0,14.98,,employees_cleaned_data.csv
GEN_1726,,33.0,Male,Sales,,,142507.0,7.86,,employees_cleaned_data.csv
GEN_1727,,28.0,Male,Finance,,,85621.0,11.42,,employees_cleaned_data.csv
GEN_1728,,22.0,Male,Engineering,,,109222.0,9.43,,employees_cleaned_data.csv
GEN_1729,,59.0,Male,Sales,,,133032.0,11.19,,employees_cleaned_data.csv
GEN_1730,,46.0,Male,Sales,,,56475.0,5.38,,employees_cleaned_data.csv
GEN_1731,,49.0,Other,Operations,,,132239.0,12.05,,employees_cleaned_data.csv
GEN_1732,,45.0,Other,Finance,,,59984.0,16.41,,employees_cleaned_data.csv
GEN_1733,,25.0,Male,Marketing,,,94386.0,12.34,,employees_cleaned_data.csv
GEN_1734,,46.0,Other,Finance,,,97055.0,13.36,,employees_cleaned_data.csv
GEN_1735,,41.0,Other,HR,,,67804.0,17.94,,employees_cleaned_data.csv
GEN_1736,,29.0,Other,Sales,,,100553.0,10.6,,employees_cleaned_data.csv
GEN_1737,,59.0,Male,Finance,,,99561.0,15.58,,employees_cleaned_data.csv
GEN_1738,,22.0,Male,Marketing,,,47071.0,10.21,,employees_cleaned_data.csv
GEN_1739,,26.0,Male,Engineering,,,139458.0,11.18,,employees_cleaned_data.csv
GEN_1740,,42.0,Female,HR,,,39496.0,9.37,,employees_cleaned_data.csv
GEN_1741,,58.0,Female,Engineering,,,142164.0,19.96,,employees_cleaned_data.csv
GEN_1742,,57.0,Female,Sales,,,51447.0,18.84,,employees_cleaned_data.csv
GEN_1743,,34.0,Male,Finance,,,110811.0,12.1,,employees_cleaned_data.csv
GEN_1744,,22.0,Female,Engineering,,,144667.0,14.48,,employees_cleaned_data.csv
GEN_1745,,29.0,Female,Finance,,,55279.0,10.25,,employees_cleaned_data.csv
GEN_1746,,51.0,Male,Operations,,,83161.0,18.86,,employees_cleaned_data.csv
GEN_1747,,45.0,Other,HR,,,94041.0,9.04,,employees_cleaned_data.csv
GEN_1748,,22.0,Other,Engineering,,,106917.0,6.88,,employees_cleaned_data.csv
GEN_1749,,30.0,Other,HR,,,133001.0,17.43,,employees_cleaned_data.csv
GEN_1750,,46.0,Other,Sales,,,91049.0,8.8,,employees_cleaned_data.csv
GEN_1751,,38.0,Male,Engineering,,,52054.0,18.75,,employees_cleaned_data.csv
GEN_1752,,25.0,Male,Marketing,,,56035.0,10.71,,employees_cleaned_data.csv
GEN_1753,,58.0,Male,Finance,,,99569.0,7.92,,employees_cleaned_data.csv
GEN_1754,,29.0,Other,HR,,,89659.0,18.1,,employees_cleaned_data.csv
GEN_1755,,48.0,Other,Engineering,,,149619.0,16.71,,employees_cleaned_data.csv
GEN_1756,,57.0,Male,HR,,,107452.0,19.29,,employees_cleaned_data.csv
GEN_1757,,39.0,Female,Marketing,,,59689.0,12.0,,employees_cleaned_data.csv
GEN_1758,,51.0,Male,Marketing,,,63243.0,5.13,,employees_cleaned_data.csv
GEN_1759,,37.0,Female,HR,,,55122.0,17.63,,employees_cleaned_data.csv
GEN_1760,,56.0,Male,Sales,,,140719.0,10.33,,employees_cleaned_data.csv
GEN_1761,,59.0,Other,Sales,,,138439.0,11.96,,employees_cleaned_data.csv
GEN_1762,,53.0,Other,Operations,,,38036.0,9.32,,employees_cleaned_data.csv
GEN_1763,,35.0,Male,HR,,,98847.0,8.21,,employees_cleaned_data.csv
GEN_1764,,39.0,Other,Marketing,,,65262.0,8.48,,employees_cleaned_data.csv
GEN_1765,,25.0,Female,HR,,,57364.0,9.8,,employees_cleaned_data.csv
GEN_1766,,26.0,Other,HR,,,40258.0,15.18,,employees_cleaned_data.csv
GEN_1767,,39.0,Female,Engineering,,,125690.0,18.68,,employees_cleaned_data.csv
GEN_1768,,43.0,Other,Finance,,,68342.0,16.04,,employees_cleaned_data.csv
GEN_1769,,57.0,Female,Engineering,,,35744.0,17.77,,employees_cleaned_data.csv
GEN_1770,,31.0,Male,Operations,,,89063.0,19.75,,employees_cleaned_data.csv
GEN_1771,,59.0,Other,Finance,,,92292.0,6.2,,employees_cleaned_data.csv
GEN_1772,,36.0,Male,Finance,,,133483.0,17.53,,employees_cleaned_data.csv
GEN_1773,,31.0,Female,Operations,,,93671.0,5.89,,employees_cleaned_data.csv
GEN_1774,,37.0,Other,Marketing,,,93646.0,16.31,,employees_cleaned_data.csv
GEN_1775,,30.0,Female,Marketing,,,68392.0,11.7,,employees_cleaned_data.csv
GEN_1776,,39.0,Male,Finance,,,145463.0,5.46,,employees_cleaned_data.csv
GEN_1777,,57.0,Male,Marketing,,,50132.0,12.28,,employees_cleaned_data.csv
GEN_1778,,59.0,Female,Sales,,,51817.0,19.0,,employees_cleaned_data.csv
GEN_1779,,59.0,Other,Finance,,,48745.0,11.99,,employees_cleaned_data.csv
GEN_1780,,51.0,Female,Operations,,,67711.0,14.26,,employees_cleaned_data.csv
GEN_1781,,52.0,Female,Operations,,,46154.0,11.04,,employees_cleaned_data.csv
GEN_1782,,41.0,Other,Operations,,,47622.0,6.37,,employees_cleaned_data.csv
GEN_1783,,45.0,Male,Engineering,,,130455.0,5.72,,employees_cleaned_data.csv
GEN_1784,,47.0,Male,Engineering,,,46994.0,5.91,,employees_cleaned_data.csv
GEN_1785,,42.0,Female,Finance,,,74864.0,16.75,,employees_cleaned_data.csv
GEN_1786,,54.0,Female,Operations,,,133302.0,19.38,,employees_cleaned_data.csv
GEN_1787,,25.0,Male,Operations,,,98899.0,19.03,,employees_cleaned_data.csv
GEN_1788,,52.0,Other,Operations,,,33760.0,13.03,,employees_cleaned_data.csv
GEN_1789,,42.0,Male,Engineering,,,141193.0,17.72,,employees_cleaned_data.csv
GEN_1790,,54.0,Other,Operations,,,122122.0,14.63,,employees_cleaned_data.csv
GEN_1791,,29.0,Female,HR,,,141022.0,10.77,,employees_cleaned_data.csv
GEN_1792,,53.0,Male,Marketing,,,128746.0,17.56,,employees_cleaned_data.csv
GEN_1793,,31.0,Female,Marketing,,,84400.0,13.39,,employees_cleaned_data.csv
GEN_1794,,22.0,Male,Marketing,,,138575.0,15.29,,employees_cleaned_data.csv
GEN_1795,,34.0,Other,Engineering,,,124463.0,18.35,,employees_cleaned_data.csv
GEN_1796,,58.0,Other,HR,,,41093.0,5.7,,employees_cleaned_data.csv
GEN_1797,,55.0,Male,Sales,,,144332.0,6.9,,employees_cleaned_data.csv
GEN_1798,,37.0,Other,Engineering,,,74363.0,17.45,,employees_cleaned_data.csv
GEN_1799,,58.0,Other,Engineering,,,140434.0,14.56,,employees_cleaned_data.csv
GEN_1800,,55.0,Male,Engineering,,,144604.0,15.22,,employees_cleaned_data.csv
GEN_1801,,47.0,Male,Sales,,,134555.0,19.81,,employees_cleaned_data.csv
GEN_1802,,36.0,Male,Sales,,,110388.0,7.04,,employees_cleaned_data.csv
GEN_1803,,53.0,Male,Finance,,,41944.0,14.16,,employees_cleaned_data.csv
GEN_1804,,37.0,Other,Sales,,,77832.0,8.83,,employees_cleaned_data.csv
GEN_1805,,45.0,Other,Operations,,,97065.0,12.65,,employees_cleaned_data.csv
GEN_1806,,55.0,Male,HR,,,37927.0,12.71,,employees_cleaned_data.csv
GEN_1807,,28.0,Male,HR,,,126334.0,8.46,,employees_cleaned_data.csv
GEN_1808,,30.0,Other,Sales,,,80026.0,8.26,,employees_cleaned_data.csv
GEN_1809,,31.0,Other,Engineering,,,69961.0,17.0,,employees_cleaned_data.csv
GEN_1810,,33.0,Other,Engineering,,,67900.0,5.17,,employees_cleaned_data.csv
GEN_1811,,34.0,Other,Operations,,,122949.0,13.45,,employees_cleaned_data.csv
GEN_1812,,35.0,Female,Marketing,,,62430.0,11.78,,employees_cleaned_data.csv
GEN_1813,,39.0,Female,Marketing,,,93918.0,13.3,,employees_cleaned_data.csv
GEN_1814,,39.0,Other,Engineering,,,75603.0,17.92,,employees_cleaned_data.csv
GEN_1815,,50.0,Other,Marketing,,,116072.0,11.89,,employees_cleaned_data.csv
GEN_1816,,35.0,Other,Sales,,,94946.0,7.61,,employees_cleaned_data.csv
GEN_1817,,50.0,Male,Marketing,,,100393.0,16.08,,employees_cleaned_data.csv
GEN_1818,,44.0,Male,HR,,,108645.0,11.22,,employees_cleaned_data.csv
GEN_1819,,32.0,Male,Sales,,,85426.0,16.12,,employees_cleaned_data.csv
GEN_1820,,50.0,Female,Engineering,,,46977.0,9.76,,employees_cleaned_data.csv
GEN_1821,,46.0,Male,HR,,,47862.0,12.68,,employees_cleaned_data.csv
GEN_1822,,28.0,Other,HR,,,92646.0,9.43,,employees_cleaned_data.csv
GEN_1823,,29.0,Other,Sales,,,129291.0,15.97,,employees_cleaned_data.csv
GEN_1824,,44.0,Female,HR,,,71321.0,10.0,,employees_cleaned_data.csv
GEN_1825,,43.0,Female,Finance,,,97263.0,15.28,,employees_cleaned_data.csv
GEN_1826,,24.0,Other,Finance,,,81112.0,14.89,,employees_cleaned_data.csv
GEN_1827,,34.0,Male,Sales,,,57766.0,9.45,,employees_cleaned_data.csv
GEN_1828,,44.0,Female,Marketing,,,46237.0,14.46,,employees_cleaned_data.csv
GEN_1829,,29.0,Male,Finance,,,76101.0,17.16,,employees_cleaned_data.csv
GEN_1830,,43.0,Other,Finance,,,96918.0,17.6,,employees_cleaned_data.csv
GEN_1831,,46.0,Male,Operations,,,80408.0,5.76,,employees_cleaned_data.csv
GEN_1832,,33.0,Male,Finance,,,83117.0,15.09,,employees_cleaned_data.csv
GEN_1833,,31.0,Male,Sales,,,101363.0,15.5,,employees_cleaned_data.csv
GEN_1834,,52.0,Male,Marketing,,,36716.0,12.77,,employees_cleaned_data.csv
GEN_1835,,31.0,Other,HR,,,64610.0,18.66,,employees_cleaned_data.csv
GEN_1836,,23.0,Female,Marketing,,,98056.0,12.5,,employees_cleaned_data.csv
GEN_1837,,45.0,Male,Sales,,,125694.0,7.31,,employees_cleaned_data.csv
GEN_1838,,47.0,Other,HR,,,126722.0,9.68,,employees_cleaned_data.csv
GEN_1839,,45.0,Male,Sales,,,133892.0,11.93,,employees_cleaned_data.csv
GEN_1840,,53.0,Male,Sales,,,129084.0,7.85,,employees_cleaned_data.csv
GEN_1841,,23.0,Male,Engineering,,,88279.0,13.93,,employees_cleaned_data.csv
GEN_1842,,28.0,Female,Sales,,,70583.0,8.94,,employees_cleaned_data.csv
GEN_1843,,26.0,Male,Operations,,,66727.0,8.66,,employees_cleaned_data.csv
GEN_1844,,38.0,Other,HR,,,116250.0,17.92,,employees_cleaned_data.csv
GEN_1845,,45.0,Other,Marketing,,,49446.0,6.04,,employees_cleaned_data.csv
GEN_1846,,29.0,Female,HR,,,108405.0,19.79,,employees_cleaned_data.csv
GEN_1847,,56.0,Female,Engineering,,,53478.0,12.42,,employees_cleaned_data.csv
GEN_1848,,46.0,Male,Finance,,,48351.0,5.08,,employees_cleaned_data.csv
GEN_1849,,58.0,Other,Marketing,,,97695.0,15.69,,employees_cleaned_data.csv
GEN_1850,,35.0,Female,Finance,,,122601.0,17.76,,employees_cleaned_data.csv
GEN_1851,,46.0,Male,Operations,,,35845.0,19.93,,employees_cleaned_data.csv
GEN_1852,,54.0,Other,HR,,,146859.0,5.63,,employees_cleaned_data.csv
GEN_1853,,59.0,Other,HR,,,97843.0,14.96,,employees_cleaned_data.csv
GEN_1854,,50.0,Male,HR,,,36910.0,9.88,,employees_cleaned_data.csv
GEN_1855,,58.0,Male,Operations,,,90058.0,19.64,,employees_cleaned_data.csv
GEN_1856,,23.0,Other,Finance,,,88272.0,8.84,,employees_cleaned_data.csv
GEN_1857,,35.0,Other,Operations,,,121668.0,17.06,,employees_cleaned_data.csv
GEN_1858,,37.0,Female,Operations,,,120106.0,10.54,,employees_cleaned_data.csv
GEN_1859,,37.0,Other,Engineering,,,123059.0,7.5,,employees_cleaned_data.csv
GEN_1860,,46.0,Female,Operations,,,64542.0,6.31,,employees_cleaned_data.csv
GEN_1861,,37.0,Female,Sales,,,33471.0,13.18,,employees_cleaned_data.csv
GEN_1862,,46.0,Female,Finance,,,135432.0,15.56,,employees_cleaned_data.csv
GEN_1863,,52.0,Female,Marketing,,,41590.0,8.97,,employees_cleaned_data.csv
GEN_1864,,58.0,Male,Sales,,,129853.0,8.07,,employees_cleaned_data.csv
GEN_1865,,48.0,Male,Engineering,,,59309.0,15.7,,employees_cleaned_data.csv
GEN_1866,,42.0,Female,HR,,,55879.0,16.95,,employees_cleaned_data.csv
GEN_1867,,50.0,Other,HR,,,87775.0,16.59,,employees_cleaned_data.csv
GEN_1868,,50.0,Male,Finance,,,45036.0,18.55,,employees_cleaned_data.csv
GEN_1869,,40.0,Other,Operations,,,60090.0,15.94,,employees_cleaned_data.csv
GEN_1870,,33.0,Male,Engineering,,,139079.0,10.04,,employees_cleaned_data.csv
GEN_1871,,24.0,Male,Marketing,,,101442.0,11.17,,employees_cleaned_data.csv
GEN_1872,,28.0,Male,Finance,,,137210.0,17.76,,employees_cleaned_data.csv
GEN_1873,,48.0,Male,Engineering,,,143253.0,11.73,,employees_cleaned_data.csv
GEN_1874,,53.0,Other,Sales,,,54858.0,5.75,,employees_cleaned_data.csv
GEN_1875,,55.0,Other,HR,,,85147.0,5.53,,employees_cleaned_data.csv
GEN_1876,,30.0,Female,Operations,,,86614.0,14.94,,employees_cleaned_data.csv
GEN_1877,,26.0,Female,Engineering,,,87009.0,13.45,,employees_cleaned_data.csv
GEN_1878,,59.0,Male,HR,,,53888.0,18.17,,employees_cleaned_data.csv
GEN_1879,,54.0,Female,Finance,,,106975.0,19.03,,employees_cleaned_data.csv
GEN_1880,,28.0,Other,Operations,,,105451.0,18.16,,employees_cleaned_data.csv
GEN_1881,,33.0,Female,Engineering,,,124754.0,16.82,,employees_cleaned_data.csv
GEN_1882,,41.0,Female,HR,,,55235.0,17.66,,employees_cleaned_data.csv
GEN_1883,,39.0,Female,Marketing,,,53383.0,15.65,,employees_cleaned_data.csv
GEN_1884,,28.0,Female,HR,,,80200.0,14.55,,employees_cleaned_data.csv
GEN_1885,,58.0,Female,Sales,,,54322.0,9.06,,employees_cleaned_data.csv
GEN_1886,,47.0,Other,Marketing,,,56672.0,16.48,,employees_cleaned_data.csv
GEN_1887,,38.0,Male,Operations,,,139781.0,11.94,,employees_cleaned_data.csv
GEN_1888,,56.0,Other,Marketing,,,97411.0,16.27,,employees_cleaned_data.csv
GEN_1889,,58.0,Other,Marketing,,,104813.0,15.5,,employees_cleaned_data.csv
GEN_1890,,56.0,Other,Marketing,,,39569.0,13.88,,employees_cleaned_data.csv
GEN_1891,,36.0,Female,HR,,,129071.0,18.56,,employees_cleaned_data.csv
GEN_1892,,22.0,Male,Operations,,,79841.0,11.04,,employees_cleaned_data.csv
GEN_1893,,56.0,Female,Operations,,,109190.0,10.46,,employees_cleaned_data.csv
GEN_1894,,23.0,Male,Marketing,,,132112.0,9.31,,employees_cleaned_data.csv
GEN_1895,,26.0,Female,Operations,,,110807.0,18.54,,employees_cleaned_data.csv
GEN_1896,,42.0,Other,Marketing,,,123905.0,7.34,,employees_cleaned_data.csv
GEN_1897,,48.0,Female,Operations,,,58795.0,18.72,,employees_cleaned_data.csv
GEN_1898,,52.0,Female,Engineering,,,67991.0,7.55,,employees_cleaned_data.csv
GEN_1899,,59.0,Female,Sales,,,107403.0,9.61,,employees_cleaned_data.csv
GEN_1900,,49.0,Male,Engineering,,,41738.0,15.86,,employees_cleaned_data.csv
GEN_1901,,57.0,Female,Finance,,,49715.0,8.11,,employees_cleaned_data.csv
GEN_1902,,35.0,Male,HR,,,138088.0,16.6,,employees_cleaned_data.csv
GEN_1903,,38.0,Male,Finance,,,46724.0,15.45,,employees_cleaned_data.csv
GEN_1904,,33.0,Other,Engineering,,,139538.0,7.87,,employees_cleaned_data.csv
GEN_1905,,48.0,Female,Finance,,,100188.0,13.72,,employees_cleaned_data.csv
GEN_1906,,44.0,Male,Finance,,,79230.0,7.36,,employees_cleaned_data.csv
GEN_1907,,59.0,Female,Finance,,,56170.0,16.04,,employees_cleaned_data.csv
GEN_1908,,23.0,Other,HR,,,83744.0,9.65,,employees_cleaned_data.csv
GEN_1909,,22.0,Female,HR,,,120930.0,11.23,,employees_cleaned_data.csv
GEN_1910,,31.0,Male,Finance,,,91330.0,10.69,,employees_cleaned_data.csv
GEN_1911,,42.0,Male,Marketing,,,101947.0,12.95,,employees_cleaned_data.csv
GEN_1912,,27.0,Female,HR,,,47015.0,16.22,,employees_cleaned_data.csv
GEN_1913,,23.0,Female,HR,,,121353.0,9.41,,employees_cleaned_data.csv
GEN_1914,,55.0,Female,Operations,,,60682.0,14.45,,employees_cleaned_data.csv
GEN_1915,,40.0,Other,Operations,,,124733.0,15.99,,employees_cleaned_data.csv
GEN_1916,,38.0,Female,Operations,,,32643.0,16.6,,employees_cleaned_data.csv
GEN_1917,,29.0,Male,Engineering,,,78511.0,16.13,,employees_cleaned_data.csv
GEN_1918,,36.0,Male,Finance,,,83420.0,5.15,,employees_cleaned_data.csv
GEN_1919,,40.0,Other,Engineering,,,73472.0,15.23,,employees_cleaned_data.csv
GEN_1920,,35.0,Other,Finance,,,91610.0,6.26,,employees_cleaned_data.csv
GEN_1921,,26.0,Other,Marketing,,,128696.0,5.62,,employees_cleaned_data.csv
GEN_1922,,50.0,Female,Sales,,,84093.0,6.38,,employees_cleaned_data.csv
GEN_1923,,44.0,Other,Finance,,,108707.0,6.18,,employees_cleaned_data.csv
GEN_1924,,50.0,Male,Engineering,,,86378.0,12.83,,employees_cleaned_data.csv
GEN_1925,,27.0,Female,Finance,,,44056.0,13.14,,employees_cleaned_data.csv
GEN_1926,,33.0,Other,HR,,,34378.0,19.53,,employees_cleaned_data.csv
GEN_1927,,44.0,Male,Sales,,,113820.0,5.68,,employees_cleaned_data.csv
GEN_1928,,58.0,Female,Sales,,,69901.0,7.99,,employees_cleaned_data.csv
GEN_1929,,33.0,Female,Finance,,,70197.0,13.34,,employees_cleaned_data.csv
GEN_1930,,31.0,Female,HR,,,142082.0,9.7,,employees_cleaned_data.csv
GEN_1931,,22.0,Other,Finance,,,147886.0,6.38,,employees_cleaned_data.csv
GEN_1932,,46.0,Female,Operations,,,103965.0,15.12,,employees_cleaned_data.csv
GEN_1933,,42.0,Other,Operations,,,46923.0,7.21,,employees_cleaned_data.csv
GEN_1934,,54.0,Female,Marketing,,,114866.0,9.1,,employees_cleaned_data.csv
GEN_1935,,58.0,Other,Finance,,,33866.0,8.27,,employees_cleaned_data.csv
GEN_1936,,44.0,Male,Sales,,,31381.0,10.78,,employees_cleaned_data.csv
GEN_1937,,44.0,Other,Engineering,,,102909.0,5.67,,employees_cleaned_data.csv
GEN_1938,,36.0,Female,Operations,,,136966.0,5.46,,employees_cleaned_data.csv
GEN_1939,,29.0,Female,Finance,,,52436.0,13.72,,employees_cleaned_data.csv
GEN_1940,,27.0,Male,Finance,,,129821.0,11.63,,employees_cleaned_data.csv
GEN_1941,,29.0,Other,Sales,,,80939.0,13.96,,employees_cleaned_data.csv
GEN_1942,,29.0,Other,Operations,,,91063.0,8.71,,employees_cleaned_data.csv
GEN_1943,,51.0,Female,Engineering,,,59009.0,15.54,,employees_cleaned_data.csv
GEN_1944,,53.0,Male,Marketing,,,144149.0,6.91,,employees_cleaned_data.csv
GEN_1945,,24.0,Other,Sales,,,50281.0,6.47,,employees_cleaned_data.csv
GEN_1946,,55.0,Male,Marketing,,,32282.0,6.23,,employees_cleaned_data.csv
GEN_1947,,28.0,Female,Operations,,,130368.0,9.59,,employees_cleaned_data.csv
GEN_1948,,38.0,Male,Finance,,,60403.0,9.84,,employees_cleaned_data.csv
GEN_1949,,30.0,Female,HR,,,78456.0,7.58,,employees_cleaned_data.csv
GEN_1950,,27.0,Male,Operations,,,105357.0,13.91,,employees_cleaned_data.csv
GEN_1951,,47.0,Female,Operations,,,54045.0,15.18,,employees_cleaned_data.csv
GEN_1952,,27.0,Female,Marketing,,,48971.0,17.95,,employees_cleaned_data.csv
GEN_1953,,58.0,Male,HR,,,71800.0,16.65,,employees_cleaned_data.csv
GEN_1954,,27.0,Male,HR,,,53091.0,16.09,,employees_cleaned_data.csv
GEN_1955,,24.0,Other,HR,,,62972.0,17.36,,employees_cleaned_data.csv
GEN_1956,,58.0,Other,Finance,,,54472.0,5.81,,employees_cleaned_data.csv
GEN_1957,,47.0,Other,HR,,,108213.0,11.87,,employees_cleaned_data.csv
GEN_1958,,25.0,Other,Engineering,,,111029.0,9.62,,employees_cleaned_data.csv
GEN_1959,,56.0,Female,Engineering,,,137315.0,7.22,,employees_cleaned_data.csv
GEN_1960,,43.0,Other,Operations,,,36796.0,8.56,,employees_cleaned_data.csv
GEN_1961,,26.0,Male,HR,,,93936.0,18.6,,employees_cleaned_data.csv
GEN_1962,,28.0,Male,Engineering,,,106295.0,7.44,,employees_cleaned_data.csv
GEN_1963,,33.0,Other,Marketing,,,135387.0,10.81,,employees_cleaned_data.csv
GEN_1964,,49.0,Other,Marketing,,,69332.0,6.83,,employees_cleaned_data.csv
GEN_1965,,42.0,Male,Operations,,,44357.0,6.65,,employees_cleaned_data.csv
GEN_1966,,30.0,Female,Finance,,,120536.0,6.95,,employees_cleaned_data.csv
GEN_1967,,59.0,Female,Engineering,,,37896.0,14.82,,employees_cleaned_data.csv
GEN_1968,,24.0,Female,Operations,,,80876.0,9.85,,employees_cleaned_data.csv
GEN_1969,,36.0,Other,HR,,,129932.0,9.68,,employees_cleaned_data.csv
GEN_1970,,29.0,Male,Sales,,,92320.0,12.85,,employees_cleaned_data.csv
GEN_1971,,58.0,Other,Sales,,,60930.0,18.41,,employees_cleaned_data.csv
GEN_1972,,25.0,Female,Marketing,,,81168.0,15.21,,employees_cleaned_data.csv
GEN_1973,,31.0,Male,Finance,,,106637.0,14.7,,employees_cleaned_data.csv
GEN_1974,,35.0,Female,Finance,,,38706.0,18.27,,employees_cleaned_data.csv
GEN_1975,,28.0,Male,Engineering,,,31708.0,19.63,,employees_cleaned_data.csv
GEN_1976,,36.0,Male,Finance,,,65298.0,10.88,,employees_cleaned_data.csv
GEN_1977,,32.0,Male,Sales,,,76760.0,14.28,,employees_cleaned_data.csv
GEN_1978,,25.0,Other,HR,,,51727.0,13.03,,employees_cleaned_data.csv
GEN_1979,,51.0,Male,Operations,,,95428.0,17.19,,employees_cleaned_data.csv
GEN_1980,,36.0,Other,Operations,,,71160.0,12.18,,employees_cleaned_data.csv
GEN_1981,,35.0,Female,Finance,,,116661.0,13.99,,employees_cleaned_data.csv
GEN_1982,,55.0,Male,Sales,,,99785.0,10.12,,employees_cleaned_data.csv
GEN_1983,,54.0,Male,Finance,,,86115.0,18.09,,employees_cleaned_data.csv
GEN_1984,,52.0,Female,Sales,,,87828.0,14.46,,employees_cleaned_data.csv
GEN_1985,,41.0,Male,Finance,,,68975.0,10.06,,employees_cleaned_data.csv
GEN_1986,,25.0,Other,Marketing,,,56715.0,18.33,,employees_cleaned_data.csv
GEN_1987,,53.0,Female,Operations,,,132304.0,17.36,,employees_cleaned_data.csv
GEN_1988,,29.0,Female,HR,,,76154.0,19.91,,employees_cleaned_data.csv
GEN_1989,,51.0,Female,Operations,,,126158.0,15.93,,employees_cleaned_data.csv
GEN_1990,,24.0,Male,Engineering,,,59739.0,10.32,,employees_cleaned_data.csv
GEN_1991,,48.0,Female,Operations,,,148527.0,10.34,,employees_cleaned_data.csv
GEN_1992,,39.0,Female,Engineering,,,49539.0,8.7,,employees_cleaned_data.csv
GEN_1993,,24.0,Male,Finance,,,78330.0,16.04,,employees_cleaned_data.csv
GEN_1994,,27.0,Female,Operations,,,93370.0,5.24,,employees_cleaned_data.csv
GEN_1995,,32.0,Female,Marketing,,,110797.0,15.87,,employees_cleaned_data.csv
GEN_1996,,22.0,Male,Marketing,,,82756.0,6.85,,employees_cleaned_data.csv
GEN_1997,,26.0,Other,Engineering,,,36979.0,16.77,,employees_cleaned_data.csv
GEN_1998,,35.0,Other,Sales,,,56421.0,18.86,,employees_cleaned_data.csv
GEN_1999,,26.0,Female,Sales,,,98487.0,18.92,,employees_cleaned_data.csv
GEN_2000,,24.0,Female,Finance,,,113930.0,14.72,,employees_cleaned_data.csv
GEN_2001,,42.0,Other,Engineering,,,54000.0,11.97,,employees_cleaned_data.csv
GEN_2002,,44.0,Male,Operations,,,112152.0,17.93,,employees_cleaned_data.csv
GEN_2003,,31.0,Other,Sales,,,146185.0,15.21,,employees_cleaned_data.csv
GEN_2004,,59.0,Other,Engineering,,,66788.0,14.05,,employees_cleaned_data.csv
GEN_2005,,38.0,Female,Sales,,,47514.0,5.35,,employees_cleaned_data.csv
GEN_2006,,22.0,Other,Sales,,,125028.0,8.27,,employees_cleaned_data.csv
GEN_2007,,32.0,Female,Engineering,,,115445.0,9.07,,employees_cleaned_data.csv
GEN_2008,,31.0,Other,Sales,,,34648.0,11.89,,employees_cleaned_data.csv
